Symbol,EntrezGene ID,Description,Imported ID,Fold Change,P-Value,Test Expression,Control Expression,Rank
Mtus1,306487,microtubule associated tumor suppressor 1,1380321_at,-1.28,0.0097,119.9,154,1689
Tmem86a,308602,transmembrane protein 86A,1373309_at,1.28,0.0026,322.4,251,1689
10-Sep,309891,septin 10,1381162_at,1.28,0.028,585.8,456.6,1689
Dhx36,310461,DEAH (Asp-Glu-Ala-His) box polypeptide 36,1379101_at,-1.28,0.0062,7754.7,9919.7,1689
Lrrc4c,311236,leucine rich repeat containing 4C,1382479_at,-1.28,0.003,3411.2,4350.3,1689
Rin2,311494,Ras and Rab interactor 2,1372365_at,1.28,0.0042,3323.3,2605.1,1689
Ski,313757,similar to Ski protein,1372491_at,1.28,0.0355,14872.1,11658.3,1689
Naprt,315085,nicotinate phosphoribosyltransferase domain containing 1,1375436_at,1.28,0.0052,1865.1,1462.2,1689
Ubash3b,315579,"ubiquitin associated and SH3 domain containing, B",1373298_at,-1.28,0.0017,7142.5,9170.3,1689
Kmt2a,315606,myeloid/lymphoid or mixed-lineage leukemia 1,1378211_s_at,-1.28,0.002,3222.1,4137.3,1689
Rfx7,315804,"regulatory factor X, 7",1383849_at,-1.28,0.0346,1174.1,1503.9,1689
Lmo7,361084,LIM domain 7,1397492_at,-1.28,0.0381,409.9,526.2,1689
Echdc1,361465,enoyl CoA hydratase domain containing 1,1374585_at,-1.28,0.0008,3868.4,4944.1,1689
Ermard,361485,LOC361485,1399127_at,-1.28,4.60E-05,1956.6,2500.2,1689
Lsp1,361680,lymphocyte-specific protein 1,1388673_at,1.28,0.0286,285.5,223,1689
Sema4g,361764,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G",1380248_at,1.28,0.0011,359.4,280,1689
Ect2,361921,epithelial cell transforming sequence 2 oncogene,1383747_at,1.28,0.0441,188.4,146.9,1689
Rcn1,362182,"reticulocalbin 1, EF-hand calcium binding domain",1393643_at,-1.28,0.0071,6727.4,8578.1,1689
Lurap1l,362535,"similar to DNA segment, Chr 4, Brigham & Womens Genetics 0951 expressed",1374176_at,1.28,0.0026,4618.2,3606.3,1689
Etv1,362733,ets variant 1,1382593_at,-1.28,0.0191,1056.1,1351.6,1689
Mbip,362740,MAP3K12 binding inhibitory protein 1,1383245_at,-1.28,0.0242,1214.4,1557.2,1689
Uhrf1bp1l,363009,UHRF1 binding protein 1-like,1389672_at,1.28,0.0435,2939.7,2299.3,1689
Fam117b,363236,"family with sequence similarity 117, member B",1384279_at,-1.28,0.0074,1512.6,1939,1689
Reps2,363466,"RALBP1 associated Eps domain containing 2, pseudogene 1",1377751_at,-1.28,0.0139,1904.1,2444.9,1689
Fastkd5,366192,"FAST kinase domains 5, pseudogene 1",1385809_at,-1.28,0.0391,2278.7,2921.2,1689
Arhgap20,367085,Rho GTPase activating protein 20,1391673_at,-1.28,0.0213,1118.1,1432.8,1689
Gpsm3,406163,G-protein signaling modulator 3,1372200_at,1.28,0.0001,269.9,211.3,1689
Ccdc3,498795,coiled-coil domain containing 3,1374830_at,-1.28,0.0029,472.6,606.9,1689
Ankrd6,500430,ankyrin repeat domain 6,1394649_at,-1.28,0.0001,647.5,831.1,1689
Szrd1,500575,"similar to DNA segment, Chr 4, ERATO Doi 22, expressed",1375645_at,-1.28,0.0027,330.4,422.1,1689
LOC680724,680724,similar to NS1-associated protein 1 isoform 2,1394674_at,-1.28,0.0193,472.7,603.5,1689
LOC686774,686774,similar to Importin-8 (Imp8) (Ran-binding protein 8) (RanBP8),1380490_at,-1.28,0.0129,1121.6,1435.1,1689
Bcl7a,690085,similar to B-cell CLL/lymphoma 7A,1391855_at,-1.28,0.0368,2458.8,3151.2,1689
AI501314,NA, ,1396808_at,-1.28,0.0024,372.4,475.9,1689
BF402375,NA, ,1374144_at,-1.28,0.0107,9899.5,12633.8,1689
AI136959,NA, ,1395070_at,-1.28,0.0137,123.3,157.2,1689
BF394904,NA, ,1391230_at,-1.28,0.0024,1237.8,1587.2,1689
AI030124,NA, ,1382822_at,-1.28,0.0092,427.6,548.3,1689
BF413556,NA, ,1377430_at,1.28,0.0037,3862.3,3028.7,1689
BF410662,NA, ,1383923_at,-1.28,0.0083,1726.7,2211.5,1689
BG378837,NA, ,1384272_at,-1.28,0.003,4354,5557,1689
BF410571,NA, ,1389512_at,1.28,0.0004,344.2,269,1689
AI144637,NA, ,1381182_at,-1.28,0.0436,413.2,527.3,1689
BF416860,NA, ,1396373_at,-1.28,0.0105,226.7,290.6,1689
AI410452,NA, ,1389418_at,1.28,0.0283,10651.4,8343.5,1689
BI283314,NA, ,1384468_at,-1.28,0.0316,6293.8,8074.1,1689
BI279816,NA, ,1377671_at,1.28,9.60E-06,588.7,460.9,1689
BF386273,NA, ,1380862_at,-1.28,0.0181,818.4,1049.9,1689
BF408886,NA, ,1395368_at,-1.28,0.0066,552.3,707.5,1689
BE096457,NA, ,1397944_at,-1.28,0.0146,8068.2,10350.4,1689
BI296453,NA, ,1397770_at,-1.28,0.0012,153.3,196.5,1689
BE107574,NA, ,1380885_at,-1.28,0.009,182.1,232.5,1689
BF567808,NA, ,1393622_at,-1.28,0.0249,3145.2,4023.8,1689
AW532214,NA, ,1377944_at,-1.28,0.031,1142.2,1459.6,1689
BF388821,NA, ,1383604_at,-1.28,0.0281,482.1,617.2,1689
AI764190,NA, ,1380602_at,1.28,0.0042,271.6,211.7,1689
BI274299,NA, ,1380849_at,-1.28,0.0252,300.8,385.2,1689
BE117672,NA, ,1379164_at,-1.28,0.0244,1630.8,2082.6,1689
BF397988,NA, ,1392055_at,-1.28,0.0095,920.4,1177.6,1689
BI278779,NA, ,1391732_at,-1.28,0.0002,161,206.1,1689
BE107200,NA, ,1385360_at,1.28,0.0183,459.2,359.2,1689
BF282115,NA, ,1392716_at,-1.28,0.0004,468.2,601.5,1689
1396337_at,NA, ,1396337_at,-1.28,0.0107,1203,1541.8,1689
LOC100911221,100911221,uncharacterized LOC100911221,1383409_at,-1.28,0.0077,3445,4403.1,1689
Mme,24590,membrane metallo-endopeptidase,1370072_at,-1.28,0.0002,148.9,190.3,1689
Pygm,24701,"phosphorylase, glycogen, muscle",1370982_at,-1.28,0.026,472.8,605.4,1689
Acat1,25014,acetyl-CoA acetyltransferase 1,1383416_at,-1.28,0.017,1024.5,1316.4,1689
Cyp1b1,25426,"cytochrome P450, family 1, subfamily b, polypeptide 1",1368990_at,-1.28,0.0121,414.4,529.1,1689
Crem,25620,cAMP responsive element modulator,1396545_at,-1.28,0.0126,113,144.8,1689
Slc7a1,25648,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 1",1368392_at,-1.28,0.0251,2247.2,2879.4,1689
Hck,25734,hemopoietic cell kinase,1369204_at,1.28,0.0175,156.3,121.8,1689
Galr2,29234,galanin receptor 2,1384667_x_at,1.28,0.0152,2443.1,1910,1689
P2rx4,29659,"purinergic receptor P2X, ligand-gated ion channel 4",1369743_a_at,-1.28,0.0198,505.2,644.2,1689
Tmod2,58814,tropomodulin 2,1390482_at,1.28,0.0381,882,688.3,1689
Slc9a3r1,59114,"solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1",1370032_at,1.28,0.0246,311.8,244.5,1689
Bcl2l2,60434,Bcl2-like 2,1393707_at,-1.28,0.0189,3372,4301.1,1689
Syt10,60567,synaptotagmin X,1370718_at,-1.28,0.007,235.4,301.4,1689
Entpd2,64467,ectonucleoside triphosphate diphosphohydrolase 2,1370845_at,1.28,0.012,719,562.7,1689
Vcan,114122,versican,1388054_a_at,1.28,0.0385,182.8,142.3,1689
Casp4,114555,"caspase 4, apoptosis-related cysteine peptidase",1387818_at,1.28,0.0015,346.1,271.4,1689
Kidins220,116478,kinase D-interacting substrate 220,1398311_a_at,1.28,0.011,211.2,165,1689
Hnrnpu,117280,heterogeneous nuclear ribonucleoprotein U,1372823_at,-1.28,0.0205,4794.2,6117.6,1689
Decr1,117543,"2,4-dienoyl CoA reductase 1, mitochondrial",1367777_at,1.28,0.0303,3563.7,2777.8,1689
Ppp1r14c,171010,"protein phosphatase 1, regulatory (inhibitor) subunit 14c",1393082_at,-1.28,0.0052,1376.6,1756,1689
LOC257650,257650,hippyragranin,1370520_at,-1.28,0.0186,948.5,1210.5,1689
Hacd2,288058,"protein tyrosine phosphatase-like (proline instead of catalytic arginine), member b",1374393_at,-1.28,0.0056,1901.3,2427.3,1689
Klhl8,289457,kelch-like 8 (Drosophila),1383049_at,-1.28,0.0139,1701.8,2183.5,1689
Mcur1,291034,coiled-coil domain containing 90A,1374339_at,-1.28,8.90E-05,5960.1,7605.3,1689
Ggps1,291211,geranylgeranyl diphosphate synthase 1,1379556_a_at,-1.28,0.0475,1228.6,1566.6,1689
Pepd,292808,peptidase D,1370699_a_at,1.28,0.0036,4533.4,3538.1,1689
Abhd2,293050,abhydrolase domain containing 2,1390455_at,1.28,0.0144,701.2,549.6,1689
Exosc8,295050,exosome component 8,1372343_at,-1.28,0.0012,1561.3,2002.2,1689
Trem2,301227,triggering receptor expressed on myeloid cells 2,1392759_at,1.28,0.0004,274.6,214.9,1689
Ikzf2,301476,IKAROS family zinc finger 2,1381003_at,-1.28,0.0027,330.3,422.4,1689
Fbrsl1,304572,fibrosin-like 1,1376809_at,-1.28,0.0148,2911.4,3722,1689
Gls,24398,glutaminase,1382521_at,-1.27,0.0017,4839.7,6136.7,1786
Coq7,25249,"coenzyme Q7 homolog, ubiquinone (yeast)",1370506_at,-1.27,0.0075,2185.1,2765.3,1786
Mapk10,25272,mitogen activated protein kinase 10,1377059_at,-1.27,0.0474,9716.9,12333.2,1786
Aqp4,25293,aquaporin 4,1368981_at,1.27,0.0296,208.5,164.5,1786
Spp1,25353,secreted phosphoprotein 1,1367581_a_at,1.27,0.0027,423,332.9,1786
Hmmr,25460,hyaluronan mediated motility receptor (RHAMM),1370462_at,1.27,0.0023,238.6,187.6,1786
Arl4a,29308,ADP-ribosylation factor-like 4A,1382931_at,1.27,0.0389,2198.1,1737.5,1786
Trpc3,60395,"transient receptor potential cation channel, subfamily C, member 3",1369165_at,-1.27,0.0005,297,376.9,1786
Tep1,64523,telomerase associated protein 1,1368012_at,1.27,0.0025,381.4,300.1,1786
Eloc,64525,"transcription elongation factor B (SIII), polypeptide 1",1391670_at,-1.27,0.0092,5795.6,7348.3,1786
Sh3bp4,64634,SH3-domain binding protein 4,1387106_at,-1.27,0.0013,135.3,171.7,1786
Thbd,83580,thrombomodulin,1375951_at,-1.27,0.0173,109.9,139.9,1786
Scd2,83792,stearoyl-CoA desaturase (delta-9-desaturase),1367668_a_at,-1.27,0.0481,10105.7,12853.9,1786
Zbtb7a,117107,zinc finger and BTB domain containing 7a,1378122_a_at,-1.27,0.0004,2656.3,3374.7,1786
Tpm3,117557,"tropomyosin 3, gamma",1370450_at,1.27,0.0042,5971.9,4692.1,1786
Elovl6,171402,ELOVL fatty acid elongase 6,1394401_at,-1.27,0.0155,2155.6,2731.6,1786
Hip1,192154,huntingtin interacting protein 1,1390082_at,-1.27,0.0255,1083.9,1381.4,1786
Mtmr4,287607,myotubularin related protein 4,1383619_at,1.27,0.0003,1799.1,1417.3,1786
Tom1l1,287622,similar to adaptor molecule SRCASM,1386571_at,-1.27,0.0105,251,319.5,1786
Fbxo17,292757,F-box protein 17,1385040_at,1.27,8.30E-06,180.6,141.9,1786
Mrpl48,293149,mitochondrial ribosomal protein L48,1371586_at,-1.27,0.017,8426.8,10705.1,1786
Tnik,294917,TRAF2 and NCK interacting kinase,1383805_at,-1.27,0.0135,1542.3,1953.6,1786
Dpm1,296394,"dolichyl-phosphate mannosyltransferase polypeptide 1, catalytic subunit",1382523_at,-1.27,0.0238,462.3,588.3,1786
Srpk2,296753,SRSF protein kinase 2,1378431_at,-1.27,0.011,1246.6,1587.1,1786
Plin2,298199,perilipin 2,1390383_at,1.27,0.0134,497.7,391.4,1786
Ccnl2,298686,cyclin L2,1398549_at,-1.27,0.0084,1691.5,2156.2,1786
Ranbp17,303029,RAN binding protein 17,1386470_at,-1.27,9.80E-06,423.3,538.4,1786
C1qtnf1,303701,C1q and tumor necrosis factor related protein 1,1372590_at,1.27,0.002,299.3,234.8,1786
Tecpr1,304285,tectonin beta-propeller repeat containing 1,1375656_at,-1.27,0.001,1202.8,1524,1786
Adgra3,305408,G protein-coupled receptor 125,1377679_at,1.27,0.0254,625,491.3,1786
Ripor2,306934,"family with sequence similarity 65, member B",1379780_at,1.27,0.0009,988.4,779.2,1786
Epb41l2,309557,erythrocyte membrane protein band 4.1-like 2,1372643_at,1.27,0.0106,1110.5,872.8,1786
Rrp1b,309673,ribosomal RNA processing 1 homolog B (S. cerevisiae),1380764_at,1.27,0.0244,254.9,201.2,1786
Ccdc39,310315,coiled-coil domain containing 39,1390886_at,-1.27,0.008,634.6,805.5,1786
Gpr61,310780,G protein-coupled receptor 61,1396025_at,-1.27,0.0219,1392.3,1763.4,1786
Rc3h2,311909,ring finger and CCCH-type domains 2,1379689_at,1.27,0.022,728.7,573.4,1786
Wdr91,312225,WD repeat domain 91,1373746_at,-1.27,0.0108,1038,1318.2,1786
RGD1559747,312310,similar to Zinc finger and SCAN domain containing protein 2 (Zinc finger protein 29),1378953_at,1.27,0.0141,260.4,205.7,1786
Gsdmd,315084,gasdermin D,1385001_at,1.27,0.0008,149,117.5,1786
Tfcp2,315309,transcription factor CP2,1378218_at,-1.27,0.0009,293.5,373.9,1786
Fam81a,315789,"family with sequence similarity 81, member A",1373218_at,-1.27,0.0439,4450.6,5647,1786
Dclk3,316023,doublecortin-like kinase 3,1397233_at,-1.27,0.0338,1791.2,2281,1786
Daam2,316201,dishevelled associated activator of morphogenesis 2,1377392_at,-1.27,0.0021,573.2,727,1786
Sash3,317578,SAM and SH3 domain containing 3,1385832_s_at,1.27,0.0001,400.5,315,1786
Ptprk,360302,"protein tyrosine phosphatase, receptor type, K, extracellular region",1383931_at,-1.27,0.0041,5447.2,6943.9,1786
Idua,360904,alpha-L-iduronidase,1390997_at,-1.27,0.048,2288.7,2913.1,1786
Tacc3,360962,"transforming, acidic coiled-coil containing protein 3",1372886_at,1.27,0.0146,213.8,168.4,1786
Grtp1,361180,growth hormone regulated TBC protein 1,1390918_at,-1.27,0.0072,268.5,341.1,1786
Srpk1,361811,SRSF protein kinase 1,1371714_at,-1.27,0.0266,788.4,997.4,1786
Bbs7,361930,Bardet-Biedl syndrome 7,1380515_at,-1.27,0.0286,989.4,1256.4,1786
Gpcpd1,362219,glycerophosphocholine phosphodiesterase GDE1 homolog (S. cerevisiae),1375911_at,-1.27,0.0439,3569.4,4535.8,1786
Tmem38b,362521,transmembrane protein 38B,1376719_at,-1.27,0.0046,1022.7,1295,1786
Man1c1,362625,"mannosidase, alpha, class 1C, member 1",1393053_at,1.27,0.0003,2379.8,1870.2,1786
Ly6e,362934,"lymphocyte antigen 6 complex, locus E",1393776_at,-1.27,0.0299,1331.2,1684.7,1786
Dennd1c,363326,DENN/MADD domain containing 1C,1384555_at,-1.27,0.0071,501.3,636.6,1786
Crls1,366196,cardiolipin synthase 1,1379525_at,-1.27,0.0072,1993.5,2527.7,1786
Nlk,497961,nemo like kinase,1385266_at,-1.27,0.0004,4007.1,5082.4,1786
Nlk,497961,nemo like kinase,1379218_at,-1.27,0.0046,4496.3,5696.8,1786
Bmp2k,498333,BMP-2 inducible kinase,1398319_at,1.27,0.0091,323.7,254.7,1786
Rspo3,498997,R-spondin 3,1396544_at,-1.27,0.0062,1736.6,2212.6,1786
Emx2,499380,empty spiracles homeobox 2,1377311_at,-1.27,0.0174,1269.5,1609.7,1786
Garnl3,499783,similar to GTPase activating RANGAP domain-like 3,1382729_at,-1.27,0.0009,1520.4,1931.2,1786
Tmco5a,499865,transmembrane and coiled-coil domains 5A,1385290_at,-1.27,0.0001,595.2,758.3,1786
Tmem117,500921,transmembrane protein 117,1391169_at,-1.27,0.0431,527.4,669.3,1786
Slc37a2,500973,"solute carrier family 37 (glycerol-3-phosphate transporter), member 2",1377058_at,-1.27,0.0004,454.1,575.9,1786
Prr36,501795,similar to Hypothetical protein LOC73072,1374211_at,1.27,0.0409,8385.2,6621.2,1786
Tigar,502894,hypothetical protein LOC502894,1374777_at,1.27,0.0441,12830.6,10075,1786
Mbnl2,680445,muscleblind-like splicing regulator 2,1389301_at,-1.27,0.0083,17787.9,22583.3,1786
Hmgn5b,681284,high mobility group nucleosome binding domain 5,1373433_at,-1.27,0.0101,3110.8,3959.9,1786
Nav1,685707,similar to neuron navigator 1,1373972_at,-1.27,0.013,2420.1,3075.3,1786
Pcbd2,685729,pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2,1379330_s_at,-1.27,0.0255,6351.1,8084.8,1786
Naa16,686240,similar to NMDA receptor regulated 1-like,1385916_at,-1.27,0.0282,284.1,360.6,1786
Arhgap10,688429,Rho GTPase activating protein 10,1377919_at,1.27,0.0045,528.6,415.8,1786
Ckmt2,688698,"creatine kinase, mitochondrial 2, sarcomeric",1388349_at,-1.27,0.0275,134.9,171.5,1786
Vsir,690899,hypothetical protein LOC690899,1374544_at,1.27,0.0028,492.8,387.6,1786
BE105072,NA, ,1381520_at,-1.27,0.0149,436.5,553.2,1786
AI639317,NA, ,1376404_at,-1.27,4.40E-06,884.1,1121.2,1786
AA900536,NA, ,1382108_at,1.27,0.0118,491.7,386.6,1786
AI227948,NA, ,1386266_at,-1.27,0.0099,1762.8,2244.2,1786
AA899202,NA, ,1393928_at,-1.27,0.0369,595.6,754.3,1786
AI113011,NA, ,1373525_at,1.27,0.0014,1633,1284.2,1786
AI555224,NA, ,1384008_at,1.27,0.0094,1581.6,1241.2,1786
AI007775,NA, ,1393348_at,-1.27,0.0238,318.2,404.3,1786
BE118546,NA, ,1382575_at,-1.27,0.0359,1167.3,1480.4,1786
AI548341,NA, ,1380921_at,-1.27,0.0436,211.2,267.5,1786
BI292754,NA, ,1395918_at,-1.27,0.0026,4421.9,5599.9,1786
AI717114,NA, ,1390837_at,-1.27,0.0034,2220.8,2817.4,1786
BF417824,NA, ,1379666_at,1.27,0.0118,1379,1088,1786
AI555001,NA, ,1397388_at,-1.27,0.0059,157.5,199.7,1786
BI275588,NA, ,1395658_at,-1.27,0.0259,1430.7,1814.8,1786
BE109243,NA, ,1394795_at,-1.27,0.0456,304.3,387.3,1786
BE109893,NA, ,1396645_at,-1.27,0.0157,320,406.7,1786
BF419844,NA, ,1375781_at,-1.27,0.041,516.6,656.1,1786
BF405147,NA, ,1396752_at,-1.27,0.0106,272.3,346.1,1786
BF564881,NA, ,1390690_at,-1.27,0.004,3752.2,4747.4,1786
AA998651,NA, ,1384473_at,-1.27,0.0067,377.3,477.4,1786
AA942689,NA, ,1397524_at,1.27,0.0137,3416.2,2698.4,1786
AW533307,NA, ,1385910_at,1.27,0.0281,12390.9,9728.1,1786
AW530507,NA, ,1385506_at,-1.27,0.0252,1377.1,1751,1786
AI072678,NA, ,1380821_a_at,-1.27,0.0003,10880.2,13861.8,1786
BE119400,NA, ,1388825_at,-1.27,0.0352,7324.1,9289.3,1786
BG378095,NA, ,1374655_at,1.27,0.0267,1927.4,1512.7,1786
1378732_at,NA, ,1378732_at,-1.27,0.0231,604.2,765.5,1786
AI228518,NA, ,1379591_at,-1.27,0.0013,343.1,435.1,1786
LOC100910119,100910119,uncharacterized LOC100910119,1394184_at,-1.27,0.001,158.7,200.8,1786
LOC100910198,100910198,uncharacterized LOC100910198,1391982_at,-1.27,0.0491,343.1,436,1786
LOC102552808,102552808, ,1395220_at,1.27,0.0029,497.2,391,1786
AA996843,NA, ,1381077_at,-1.26,0.0281,1535.2,1932.5,1893
H31722,NA, ,1380404_at,1.26,0.0284,630.7,500.5,1893
AI045824,NA, ,1384453_at,-1.26,0.0004,3046.3,3828.4,1893
BM385344,NA, ,1390962_at,-1.26,0.0029,2011.8,2533.5,1893
AW525915,NA, ,1381703_at,-1.26,0.0022,227.3,286.8,1893
AI060117,NA, ,1381471_at,-1.26,0.0059,1533.7,1936.6,1893
BF409024,NA, ,1383511_at,-1.26,0.0358,2094.2,2634.5,1893
BF564518,NA, ,1391798_at,-1.26,0.0044,418.8,528.1,1893
BG374448,NA, ,1374760_at,1.26,0.0296,7393.1,5845.5,1893
Rn.32516,NA, ,1380931_at,-1.26,0.0107,1103.9,1393.3,1893
BF419434,NA, ,1376228_at,1.26,0.0006,722.4,574,1893
BF402131,NA, ,1394758_at,-1.26,0.0065,188.7,238.4,1893
BF390318,NA, ,1391246_at,-1.26,0.0153,4413.9,5548.2,1893
BF413101,NA, ,1377396_at,-1.26,0.0022,143.7,180.4,1893
BE113449,NA, ,1375925_at,-1.26,0.0036,4348.4,5491.7,1893
BF386452,NA, ,1397695_at,-1.26,0.0269,479.4,604.9,1893
AW526946,NA, ,1380806_at,1.26,0.001,160.7,127.6,1893
AW527942,NA, ,1396395_at,-1.26,0.0114,583.1,731.9,1893
AW533050,NA, ,1377106_at,-1.26,0.014,193.3,243.2,1893
BE101587,NA, ,1395252_at,-1.26,0.0483,757.2,951.8,1893
BI288876,NA, ,1398545_at,-1.26,0.0221,204.3,257.3,1893
BI298616,NA, ,1397887_at,-1.26,0.0388,212.3,267.2,1893
AI454790,NA, ,1380527_at,-1.26,0.0024,288,362.3,1893
AI071343,NA, ,1397362_at,-1.26,0.0069,1859.4,2342.6,1893
BF281977,NA, ,1373979_at,1.26,0.0066,598.7,473.3,1893
AI136316,NA, ,1384936_at,-1.26,0.0063,408.6,512.8,1893
1384692_at,NA, ,1384692_at,-1.26,0.0185,292.4,368.9,1893
AI714037,NA, ,1394729_at,-1.26,0.0436,268,336.9,1893
1395060_at,NA, ,1395060_at,-1.26,0.0471,312.8,394.2,1893
AW526364,NA, ,1395205_at,-1.26,0.0035,392.2,495,1893
1397621_at,NA, ,1397621_at,-1.26,0.0139,512.8,645.4,1893
Rn.166263,NA, ,1380132_at,-1.26,0.0161,173.8,219.3,1893
Rn.211240,NA, ,1396084_at,-1.26,0.0118,193.2,242.9,1893
LOC100911717,100911717,uncharacterized LOC100911717,1375986_at,1.26,0.0034,1442.8,1143,1893
LOC102553528,102553528, ,1397123_at,-1.26,0.0032,153.3,192.8,1893
Cebpa,24252,"CCAAT/enhancer binding protein (C/EBP), alpha",1384127_at,1.26,0.009,1128.3,892.2,1893
Il4r,25084,"interleukin 4 receptor, alpha",1368134_a_at,1.26,0.0304,836.9,662.6,1893
Egr4,25129,early growth response 4,1387442_at,-1.26,0.0047,653.8,824,1893
Dlg1,25252,"discs, large homolog 1 (Drosophila)",1388816_at,-1.26,0.0049,4918.7,6203,1893
Ak3,26956,adenylate kinase 3,1383733_at,1.26,0.0037,530.8,421.4,1893
Dpf1,50545,"D4, zinc and double PHD fingers family 1",1370977_at,-1.26,0.0082,1535,1938.1,1893
Btg3,54230,"BTG family, member 3",1368072_at,-1.26,0.0263,9981.6,12560.4,1893
Mapk4,54268,mitogen-activated protein kinase 4,1374724_at,1.26,0.0175,2421.5,1927.3,1893
Ensa,60334,endosulfine alpha,1398898_at,1.26,0.0214,2956.9,2349.9,1893
Kcnh1,65198,"potassium voltage-gated channel, subfamily H (eag-related), member 1",1368061_at,1.26,0.0078,2663.5,2106.7,1893
Shank1,78957,SH3 and multiple ankyrin repeat domains 1,1396040_at,-1.26,0.0488,7064.7,8887.8,1893
Sh3gl1,81922,SH3-domain GRB2-like 1,1395680_at,-1.26,0.0044,109.4,138,1893
Fgfr3,84489,fibroblast growth factor receptor 3,1369373_at,1.26,0.0181,235.8,187.2,1893
Slc5a3,114507,"solute carrier family 5 (sodium/myo-inositol cotransporter), member 3",1392349_at,-1.26,0.0182,2244.4,2837.7,1893
Slc9a3r2,116501,"solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 2",1388831_at,-1.26,0.0089,1068.6,1348.8,1893
Epb41l3,116724,erythrocyte membrane protein band 4.1-like 3,1370503_s_at,-1.26,0.0002,792.4,996.4,1893
Ppp2r1a,117281,"protein phosphatase 2, regulatory subunit A, alpha",1381024_at,1.26,0.0079,445,354.1,1893
Wipf1,117538,"WAS/WASL interacting protein family, member 1",1387227_at,-1.26,0.0291,2061,2597.3,1893
Ackr2,140473,chemokine binding protein 2,1393375_at,-1.26,0.0038,136.4,172.2,1893
Kcnk2,170899,"potassium channel, subfamily K, member 2",1370342_at,1.26,0.0488,1976.5,1572.7,1893
Gpr149,192251,G protein-coupled receptor 149,1370572_at,-1.26,0.0024,290.7,366.6,1893
Ggta1,246766,"glycoprotein, alpha-galactosyltransferase 1,3",1388887_at,1.26,0.0165,210.2,166.3,1893
Rab8b,266688,"RAB8B, member RAS oncogene family",1391347_at,1.26,0.0218,8330.5,6630,1893
Brinp2,286895,"family with sequence similarity 5, member B",1383370_at,-1.26,0.0295,4919.6,6189.9,1893
Nectin3,288124,poliovirus receptor-related 3,1378027_at,1.26,0.0492,330.7,262.7,1893
Bace2,288227,beta-site APP-cleaving enzyme 2,1377390_at,-1.26,0.0148,172,217.5,1893
Gbe1,288333,"glucan (1,4-alpha-), branching enzyme 1",1389265_at,-1.26,0.0255,5778.4,7294.5,1893
Mtm1,288762,myotubularin 1,1382025_at,-1.26,0.0174,688.6,867.4,1893
Smyd2,289372,SET and MYND domain containing 2,1371904_at,-1.26,0.0335,5186.3,6518.5,1893
Xpo4,290280,exportin 4,1383296_a_at,-1.26,0.0219,1928.2,2428.1,1893
Gpld1,291132,glycosylphosphatidylinositol specific phospholipase D1,1380833_at,-1.26,0.0088,1373.4,1728,1893
Trdmt1,291324,tRNA aspartic acid methyltransferase 1,1379036_at,-1.26,0.0321,249.3,314.2,1893
Cdc23,291689,cell division cycle 23,1373893_at,-1.26,0.0005,3043.3,3824.6,1893
